Pressure_kb,Temp_C,rhoH20_gcm-3,epsilon,DeltaGo_H2O_calmol-1,DeltaGo_CO2_aq_calmol-1,DeltaGo_H+_calmol-1,DeltaGo_HCO3-_calmol-1,DeltaGro_calmol-1,log_K,Pressure_kb_2,Temp_C_2,DeltaVo_H2O_cm3mol-1,DeltaVo_CO2_aq_cm3mol-1,DeltaVo_H+_cm3mol-1,DeltaVo_HCO3-_cm3mol-1,DeltaVr_cm3mol-1,Temp_C_3,Pressure_kb_3
45,450,1.39757403629124,42.6500871095937,-50538.3184092137,-76117.6457159334,0,-119404.671976027,7251.29214911963,-2.19290029460067,45,450,12.8903940200602,29.9175555379169,0,31.4736206627013,-11.3343288952759,450,45
45,500,1.38329431063831,38.6539249138305,-51837.5447524397,-78284.9994039551,0,-121074.248930621,9048.29522577381,-2.55938061096706,45,500,13.0234613570318,29.9349515913288,0,31.4179155725326,-11.5404973758281,500,45
45,550,1.36924748920321,35.1290697023671,-53173.3597828237,-80492.8831254615,0,-122758.829328218,10907.4135800671,-2.89784179433166,45,550,13.1570663025158,29.9562372820869,0,31.3607272072813,-11.7525763773214,550,45
45,600,1.35541390253186,32.0055900926413,-54544.4142853342,-82740.7332873209,0,-124454.620613894,12830.5269587607,-3.21356810806369,45,600,13.2913495769434,29.9806566803398,0,31.3021641948602,-11.969842062423,600,45
45,650,1.341791166448,29.2273138496567,-55956.0265196156,-85028.0387111539,0,-126158.251744747,14825.8134860226,-3.51219104928001,45,650,13.4262919972042,30.007645850897,0,31.2423444840705,-12.1915933640307,650,45
45,700,1.3283856884253,26.7481885103684,-57411.343684845,-87354.3482117403,0,-127866.688147099,16899.0037494867,-3.79763471662605,45,700,13.5617841692918,30.0367616754023,0,31.1814029816686,-12.4171428630255,700,45
45,750,1.31520640912473,24.5298169453161,-58909.8374039122,-89719.2745157635,0,-129577.164529054,19051.9473906219,-4.07222662016389,45,750,13.6976826413043,30.0676411528903,0,31.1194905401851,-12.6458332540095,750,45
45,800,1.3022628652513,22.5398113311288,-60448.4840580467,-92122.4880127361,0,-131287.144057774,21283.8280130086,-4.33731720076936,45,800,13.8338276247503,30.0999714753997,0,31.0567791492991,-12.8770199508509,800,45
45,850,1.28956355043292,20.750586916778,-62022.8570023564,-94563.7112854693,0,-132994.284706097,23592.2835817285,-4.59371547016488,45,850,13.9700598655662,30.1334717725603,0,30.9934627769001,-13.1100688612264,850,45
45,900,1.27711502115428,19.1384697504336,-63627.3844088943,-97042.7132614717,0,-134696.413085499,25973.6845848672,-4.8418562434476,45,900,14.1062313899631,30.1678811047069,0,30.9297572204685,-13.3443552742015,900,45
45,950,1.2649220457679,17.6830295509386,-65255.4662265877,-99559.3006905726,0,-136391.508156366,28423.2587607944,-5.08189892170022,45,950,14.2422057234866,30.2029484837009,0,30.8659025369873,-13.5792516702002,950,45
45,1000,1.25298730647206,16.3665446877375,-66900.0806395955,-102113.312592914,0,-138077.684809485,30935.7084230245,-5.31388761231785,45,1000,14.3778631331264,30.2384276303622,0,30.802161795554,-13.8141289679346,1000,45
50,300,1.47335895281971,60.3484614159856,-45467.6108472672,-66284.7581510028,0,-110764.615887551,987.753110719481,-0.376887716246592,50,300,12.2273529919661,29.8565789870805,0,31.6824460608295,-10.4014859182171,300,50
50,350,1.45777940407515,54.1166711491749,-46588.5326514741,-68325.6895724431,0,-112369.089566609,2545.13265730819,-0.893202022421146,50,350,12.3580288963057,29.8479073916787,0,31.6385314404936,-10.5674048474908,350,50
50,400,1.44299453107834,48.7482558104377,-47772.1388011865,-70407.1158001239,0,-114005.120115997,4174.13448531351,-1.35608359066577,50,400,12.4846488410024,29.8482063576511,0,31.5933046908388,-10.7395505078148,400,50
50,450,1.42869513597131,44.073056274063,-49010.2747004967,-72528.9739405779,0,-115666.502794703,5872.74584637125,-1.77600706629727,50,450,12.609604069067,29.8549423915498,0,31.5468703916663,-10.9176760689504,450,50
50,500,1.4147269178471,39.9694628353933,-50293.5052716329,-74690.895706999,0,-117348.144141894,7636.25683673761,-2.15997458091776,50,500,12.7341042096063,29.8665026211367,0,31.4993088338921,-11.1012979968508,500,50
50,550,1.40101514768124,36.346180014737,-51612.9889123276,-76892.4086663299,0,-119045.708769057,9459.68880960035,-2.51321556596397,50,550,12.8587332048596,29.8818020430889,0,31.4506958264973,-11.2898394214512,550,50
50,600,1.38752726656675,33.1320710809589,-52967.5338207636,-79133.0290665459,0,-120755.410605003,11345.1522823063,-2.84153719272237,50,600,12.9837304347729,29.9000737605263,0,31.4011127251768,-11.4826914701224,600,50
50,650,1.37425262021601,30.2700956367583,-54362.5831651722,-81412.3056664282,0,-122473.878343703,13301.0104878972,-3.15096976135675,50,650,13.1091472812097,29.9207506317179,0,31.3506507232069,-11.6792471897206,650,50
50,700,1.36119165566206,27.7135161502311,-55801.3541942831,-83729.8380257452,0,-124198.066244562,15333.1259754662,-3.44574226871805,50,700,13.2349327334347,29.9433940326465,0,31.2994142659717,-11.8789125001095,700,50
50,750,1.3483500353235,25.4234021003068,-57283.374740409,-86085.2819247162,0,-125925.192584524,17443.4640806012,-3.72842404613517,50,750,13.3609815908654,29.9676490648396,0,31.2475238643618,-12.0811067913433,750,50
50,800,1.33573506074011,23.3669055176231,-58805.5779410326,-88478.3495200277,0,-127652.693819263,19631.2336417975,-4.00054385399323,50,800,13.4871656285027,29.9932162287621,0,31.1951170089039,-12.2852648483608,800,50
50,850,1.32335366092414,21.5160328419256,-60363.4625585546,-90908.8065323087,0,-129378.190143765,21894.0789470981,-4.26305358766492,50,850,13.6133525995004,30.0198328149997,0,31.142348420324,-12.4908369941761,850,50
50,900,1.31121187082171,19.8467527569541,-61951.6240936162,-93376.4656988345,0,-131099.462787463,24228.6270049875,-4.51655322720789,50,900,13.7394119141936,30.0472588882581,0,31.0893923116672,-12.6972784907845,900,50
50,950,1.29931423526883,18.3383051209377,-63563.3908620006,-95881.1815287407,0,-132814.434149446,26630.1382412953,-4.76130031225822,50,950,13.865221753899,30.0752685876919,0,31.0364422319531,-12.9040481096377,950,50
50,1000,1.28766336195827,16.9726612021903,-65191.6920326761,-98422.8459357947,0,-134521.150664649,29093.3873038221,-4.9974284823257,50,1000,13.9906753055415,30.1036447143221,0,30.9837096974292,-13.1106103224344,1000,50
55,300,1.50200468150377,62.0709856933784,-44016.790521645,-62711.1561927133,0,-106988.540969825,-260.594255466349,9.94325127846507E-02,55,300,11.9941570235078,29.8194262371303,0,31.7242400938758,-10.0893431667622,300,55
55,350,1.48638355868578,55.69260789189,-45122.1676069478,-64751.3486911997,0,-108601.203305001,1272.31299314641,-0.446512104336832,55,350,12.120209413463,29.8063524978462,0,31.6854594616648,-10.2411024496443,350,55
55,400,1.47170247186154,50.1967475415563,-46290.7101093284,-66830.5882099351,0,-110246.151515946,2875.14680331759,-0.934071342083574,55,400,12.241115540978,29.8022648985453,0,31.6457625662111,-10.3976178733121,400,55
55,450,1.45759097964555,45.4079591921994,-47513.8985789755,-68949.1032823553,0,-111917.194246489,4545.80761484135,-1.37472089839792,55,450,12.3596264326367,29.8045733355032,0,31.6052166551183,-10.5589831130216,450,55
55,500,1.44385968903661,41.2015964777968,-48782.0503820596,-71106.7066794041,0,-113609.252005887,6279.50505557665,-1.77620679748964,55,500,12.4771680633458,29.8116328592431,0,31.563872391806,-10.7249285307829,500,55
55,550,1.4304127859515,37.4844828906589,-50086.1685063977,-73303.0447289018,0,-115318.000992848,8071.21224245195,-2.14433018381565,55,550,12.5944623656425,29.8223401007037,0,31.5217812475013,-10.8950212188449,550,55
55,600,1.41720415148079,34.1842118611886,-51425.1668691698,-75537.7171146162,0,-117039.660757503,9923.22322628279,-2.48539703721252,55,600,12.7118453478819,29.83591923835,0,31.4790018202,-11.0687627660319,600,55
55,650,1.40421441419244,31.242837500688,-52804.6963046339,-77810.3345847696,0,-118770.85992525,11844.1709641538,-2.80584881805384,55,650,12.8294367426506,29.8518003984435,0,31.4356033234739,-11.2456338176202,650,55
55,700,1.39143850771189,28.6129390738968,-54228.0077689495,-80120.545655125,0,-120508.546968049,13840.0064560257,-3.11020044582974,55,700,12.9472340316531,29.8695467154164,0,31.3916681423856,-11.4251126046839,700,55
55,750,1.37887822017133,26.2550274354763,-55694.5724062956,-82468.0490344407,0,-122249.925825823,15912.6956149134,-3.40123250148762,55,750,13.0651711923925,29.8888096587793,0,31.3472922356085,-11.6066886155634,750,55
55,800,1.3665384689343,24.1357903180873,-57201.3833701743,-84852.5961149968,0,-123992.411718789,18061.5677663825,-3.68067006076688,55,800,13.183148816915,29.909299299492,0,31.3025868559038,-11.7898612605032,800,55
55,850,1.35442476740837,22.2268319528798,-58743.9707238012,-87273.990786042,0,-125733.596096654,20284.3654131889,-3.94962203969135,55,850,13.3010562369377,29.9307654163734,0,31.2576783011207,-11.9741433521904,850,55
55,900,1.34254203295708,20.5037554366187,-60316.7857874929,-89732.0862139066,0,-127471.221073371,22577.6509280287,-4.20878831230387,55,900,13.4187828446009,29.9529842762225,0,31.2127082588071,-12.1590588620162,900,55
55,950,1.33089458689988,18.9454795280244,-61913.3362220444,-92226.7779661973,0,-129203.163859674,24936.9503285676,-4.45856902094705,55,950,13.53621855354,29.9757479696209,0,31.1678363223374,-12.3441302008234,950,55
55,1000,1.31948481341302,17.5336748580647,-63526.4949959148,-94758.0033798025,0,-130927.414897185,27357.0834785325,-4.69918015187663,55,1000,13.6532681671425,29.9988604104008,0,31.1232360508027,-12.5288925267406,1000,55
60,300,1.52898781977803,63.707467459971,-42592.536520008,-59142.3790039189,0,-103206.686210579,-1471.7706866525,0.561569775798631,60,300,11.7824875822853,29.7886594906536,0,31.7586398464107,-9.81250722652817,300,60
60,350,1.51324495496005,57.1857693370717,-43682.8501749541,-61182.5562656556,0,-104826.590491436,38.8159491735714,-1.36222700237162E-02,60,350,11.9050652975583,29.772043915931,0,31.7239230471457,-9.9531861663436,350,60
60,400,1.49859724660337,51.5662847385441,-44836.9370148618,-63260.3747541724,0,-106479.396736815,1617.91503221891,-0.52562466159227,60,400,12.0214287333253,29.7644504626112,0,31.6885861787873,-10.0972930171493,400,60
60,450,1.48460928451955,46.6679208685924,-46045.8694505783,-65376.3642520405,0,-108158.925301586,3263.30840103282,-0.986873760818822,60,450,12.1346944195018,29.7632405558076,0,31.652666559277,-10.2452684160324,450,60
60,500,1.47105524251401,42.3628381757214,-47299.7058792066,-67530.5242592023,0,-109860.110476754,4970.11966165506,-1.40583696473479,60,500,12.2465013409096,29.7667416101864,0,31.6161910440915,-10.3970519070045,500,60
60,550,1.45781710386217,38.5558754609616,-48589.2539729359,-69722.6244223074,0,-111578.6386618,6733.23973344357,-1.78886253533877,60,550,12.357709312281,29.7738349386982,0,31.5791904731961,-10.5523537777831,550,60
60,600,1.44483481712461,35.1733097476358,-49913.519755866,-71952.3501437304,0,-113310.73544375,8555.13445584686,-2.1427418636718,60,600,12.4687471442947,29.7837368297078,0,31.5417049448016,-10.710779029201,600,60
60,650,1.43208021921933,32.1562675097646,-51278.3874952954,-74219.3748055615,0,-115053.03123778,10444.731063077,-2.47432567436928,60,650,12.5797980854876,29.7958743660167,0,31.5037863942469,-10.8718860572574,650,60
60,700,1.41954220882565,29.4566170617422,-52687.0582857074,-76523.3967583863,0,-116802.469439602,12407.9856044915,-2.7883890431378,60,700,12.6909082998692,29.809812025167,0,31.4654988842601,-11.035221440776,700,60
60,750,1.40721862528384,27.0343054245435,-54139.1221840349,-78864.1564933399,0,-118556.243055629,14447.0356217456,-3.0879574583692,60,750,12.802047724721,29.8252056714384,0,31.4269192649134,-11.200334131246,750,60
60,800,1.39511177826464,24.8555510013606,-55631.4277596974,-81241.4430429125,0,-120311.749815401,16561.1209872092,-3.374902056056,60,800,12.9131445097603,29.8417725397508,0,31.388138139511,-11.36677891,800,60
60,850,1.383225765571,22.8915600734211,-57159.593457412,-83655.0952950313,0,-122066.55840489,18748.1303475538,-3.65049767716956,60,850,13.0241067282052,29.8592714432766,0,31.3492602455287,-11.5341179259531,850,60
60,900,1.37156438698381,21.1175755762198,-58718.0067569074,-86105.0025066354,0,-123818.379465824,21004.6297977189,-3.91555528423734,60,900,13.1348408947954,29.8774904417263,0,31.3104028391133,-11.7019284974084,900,60
60,950,1.36013129327297,19.5121929248245,-60300.200360255,-88591.0979064513,0,-125565.051017641,23326.2472490651,-4.17058549619394,60,950,13.2452507262359,29.8962356772957,0,31.271698625051,-11.8697877784806,950,60
60,1000,1.34892871960372,18.0567924776612,-61899.1449060956,-91113.3579282091,0,-127304.518054604,25707.984779701,-4.4159112178868,60,1000,13.3552497905838,29.9153264443019,0,31.2332930244336,-12.0372832104521,1000,60
