case,sectioning,P(bar),T(K),X(CO2),vol[cm3/mol],y(H2O),y(CO2),Y_C,Y_O,Y_H,Y_N,Y_S,Y_Si,f(H2O),f(CO2),log[f(O2)],log[f(S2)],log[f(H2)],log[a(C)],epsilon
h2o_co2_hybrid_mrk,X(CO2)=0.300000,3000.0,923.15,0.3,36.45772,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,1216.439,2368.689,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,4000.0,923.15,0.3,32.46869,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,1712.785,4621.261,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,5000.0,923.15,0.3,29.98374,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,2346.701,8480.441,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,6000.0,923.15,0.3,28.23941,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,3158.595,14968.85,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,7000.0,923.15,0.3,26.92174,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,4197.576,25717.19,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,8000.0,923.15,0.3,25.87614,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,5524.525,43311.54,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,9000.0,923.15,0.3,25.01677,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,7215.329,71832.95,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,10000.0,923.15,0.3,24.29173,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,9364.715,117693.8,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,11000.0,923.15,0.3,23.66749,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,12090.91,190931.1,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,12000.0,923.15,0.3,23.12133,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,15541.41,307201.6,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,13000.0,923.15,0.3,22.63721,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,19900.07,490853.5,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,14000.0,923.15,0.3,22.2034,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,25395.88,779648.2,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,15000.0,923.15,0.3,21.81113,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,32313.85,1232002.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,16000.0,923.15,0.3,21.45366,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,41008.42,1938083.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,17000.0,923.15,0.3,21.12572,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,51920.03,3036776.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,18000.0,923.15,0.3,20.82313,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,65595.63,4741606.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,19000.0,923.15,0.3,20.54249,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,82713.93,7380274.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,20000.0,923.15,0.3,20.28103,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,104116.6,11454900.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,1000.0,973.15,0.3,77.17634,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,514.6076,369.9752,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,2000.0,973.15,0.3,47.05304,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,904.286,1036.211,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,3000.0,973.15,0.3,38.05402,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,1345.813,2213.625,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,4000.0,973.15,0.3,33.60686,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,1892.327,4230.277,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,5000.0,973.15,0.3,30.86935,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,2581.656,7605.187,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,6000.0,973.15,0.3,28.96729,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,3454.658,13152.13,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,7000.0,973.15,0.3,27.54233,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,4560.016,22139.71,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,8000.0,973.15,0.3,26.41918,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,5957.236,36535.42,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,9000.0,973.15,0.3,25.50117,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,7719.607,59376.53,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,10000.0,973.15,0.3,24.73021,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,9937.598,95332.75,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,11000.0,973.15,0.3,24.06902,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,12722.92,151557.4,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,12000.0,973.15,0.3,23.49246,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,16213.45,238973.2,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,13000.0,973.15,0.3,22.98285,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,20579.3,374209.2,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,14000.0,973.15,0.3,22.52736,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,26030.15,582516.7,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,15000.0,973.15,0.3,22.1164,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,32824.3,902147.6,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,16000.0,973.15,0.3,21.74264,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,41279.69,1390923.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,17000.0,973.15,0.3,21.40037,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,51787.39,2136069.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,18000.0,973.15,0.3,21.08505,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,64828.1,3268938.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,19000.0,973.15,0.3,20.79304,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,80992.32,4986986.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,20000.0,973.15,0.3,20.52135,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,101004.9,7586598.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,1000.0,1023.15,0.3,82.84207,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,545.0365,364.3978,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,2000.0,1023.15,0.3,49.68087,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,980.9264,996.1815,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,3000.0,1023.15,0.3,39.70458,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,1468.371,2085.903,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,4000.0,1023.15,0.3,34.78503,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,2063.628,3910.884,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,5000.0,1023.15,0.3,31.78237,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,2805.969,6900.208,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,6000.0,1023.15,0.3,29.71409,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,3736.516,11712.73,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,7000.0,1023.15,0.3,28.17624,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,4903.355,19354.65,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,8000.0,1023.15,0.3,26.97173,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,6364.488,31355.22,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,9000.0,1023.15,0.3,25.99242,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,8190.561,50028.6,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,10000.0,1023.15,0.3,25.17363,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,10467.88,78863.16,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,11000.0,1023.15,0.3,24.47408,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,13301.98,123099.3,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,12000.0,1023.15,0.3,23.86605,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,16821.88,190585.1,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,13000.0,1023.15,0.3,23.33015,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,21185.23,293041.3,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,14000.0,1023.15,0.3,22.85235,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,26584.55,447928.7,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,15000.0,1023.15,0.3,22.4222,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,33254.81,681199.5,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,16000.0,1023.15,0.3,22.03176,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,41482.52,1031347.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,17000.0,1023.15,0.3,21.67484,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,51616.88,1555357.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,18000.0,1023.15,0.3,21.34655,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,64083.16,2337445.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,19000.0,1023.15,0.3,21.04295,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,79398.97,3501863.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,20000.0,1023.15,0.3,20.76085,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,98193.92,5231666.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,1000.0,1073.15,0.3,88.42922,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,571.4691,360.0843,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,2000.0,1073.15,0.3,52.31952,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,1050.935,963.2423,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,3000.0,1073.15,0.3,41.39637,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,1582.727,1979.668,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,4000.0,1073.15,0.3,36.0002,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,2224.644,3646.874,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,5000.0,1073.15,0.3,32.72289,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,3017.008,6324.431,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,6000.0,1073.15,0.3,30.48081,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,4000.989,10553.97,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,7000.0,1073.15,0.3,28.82466,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,5223.917,17147.28,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,8000.0,1073.15,0.3,27.53499,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,6742.174,27315.61,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,9000.0,1073.15,0.3,26.49165,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,8623.717,42858.84,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,10000.0,1073.15,0.3,25.62303,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,10950.79,66441.83,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,11000.0,1073.15,0.3,24.88363,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,13823.04,101997.2,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,12000.0,1073.15,0.3,24.243,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,17361.24,155311.5,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,13000.0,1073.15,0.3,23.67994,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,21711.67,234876.8,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,14000.0,1073.15,0.3,23.17914,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,27051.47,353125.3,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,15000.0,1073.15,0.3,22.72927,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,33594.97,528218.6,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,16000.0,1073.15,0.3,22.32171,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,41601.32,786634.6,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,17000.0,1073.15,0.3,21.94978,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,51383.74,1166905.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,18000.0,1073.15,0.3,21.60822,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,63320.46,1725009.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,19000.0,1073.15,0.3,21.29281,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,77868.01,2542144.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,20000.0,1073.15,0.3,21.00011,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,95577.07,3735922.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,1000.0,1123.15,0.3,93.90484,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,594.3397,356.6593,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,2000.0,1123.15,0.3,54.95732,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,1114.11,935.8803,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,3000.0,1123.15,0.3,43.11611,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,1687.979,1890.518,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,4000.0,1123.15,0.3,37.24754,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,2373.901,3426.374,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,5000.0,1123.15,0.3,33.69,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,3212.799,5848.466,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,6000.0,1123.15,0.3,31.26791,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,4245.672,9608.147,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,7000.0,1123.15,0.3,29.48851,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,5518.935,15370.37,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,8000.0,1123.15,0.3,28.10998,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,7087.241,24110.67,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,9000.0,1123.15,0.3,26.99986,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,9015.833,37254.73,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,10000.0,1123.15,0.3,26.07938,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,11382.97,56878.94,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,11000.0,1123.15,0.3,25.29858,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,14282.7,85998.06,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,12000.0,1123.15,0.3,24.62417,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,17828.06,128977.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,13000.0,1123.15,0.3,24.03301,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,22154.9,192119.8,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,14000.0,1123.15,0.3,23.50848,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,27426.44,284509.8,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,15000.0,1123.15,0.3,23.03829,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,33838.6,419208.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,16000.0,1123.15,0.3,22.61314,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,41626.51,614958.8,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,17000.0,1123.15,0.3,22.22582,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,51072.08,898616.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,18000.0,1123.15,0.3,21.87067,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,62513.21,1308588.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,19000.0,1123.15,0.3,21.54318,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,76354.57,1899730.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,20000.0,1123.15,0.3,21.23965,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,93080.62,2750270.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,1000.0,1173.15,0.3,99.26191,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,614.0625,353.8736,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,2000.0,1173.15,0.3,57.5882,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,1170.517,912.9383,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,3000.0,1173.15,0.3,44.85263,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,1783.64,1815.099,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,4000.0,1173.15,0.3,38.52116,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,2510.441,3240.532,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,5000.0,1173.15,0.3,34.68177,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,3391.992,5450.847,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,6000.0,1173.15,0.3,32.07525,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,4468.894,8826.799,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,7000.0,1173.15,0.3,30.16833,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,5786.496,13920.5,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,8000.0,1173.15,0.3,28.6975,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,7397.637,21529.47,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,9000.0,1173.15,0.3,27.51795,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,9364.819,32801.52,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,10000.0,1173.15,0.3,26.54354,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,11762.41,49383.31,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,11000.0,1173.15,0.3,25.71976,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,14679.09,73630.15,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,12000.0,1173.15,0.3,25.01033,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,18220.66,108902.1,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,13000.0,1173.15,0.3,24.3901,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,22513.32,159980.9,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,14000.0,1173.15,0.3,23.84106,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,27707.62,233656.9,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,15000.0,1173.15,0.3,23.34992,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,33982.98,339553.1,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,16000.0,1173.15,0.3,22.90666,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,41553.17,491281.8,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,17000.0,1173.15,0.3,22.50352,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,50672.73,708066.3,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,18000.0,1173.15,0.3,22.13444,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,61644.55,1017011.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,19000.0,1173.15,0.3,21.79456,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,74828.88,1456275.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,20000.0,1173.15,0.3,21.47997,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,90653.93,2079516.0,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,1000.0,1223.15,0.3,104.5068,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,631.0161,351.56,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,2000.0,1223.15,0.3,60.20826,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,1220.404,893.5306,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,3000.0,1223.15,0.3,46.5977,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,1869.563,1750.827,0.0,-4999.5,nan,0.0,nan
h2o_co2_hybrid_mrk,X(CO2)=0.300000,4000.0,1223.15,0.3,39.81495,0.7,0.3,0.1,0.4333333,0.4666667,0.0,0.0,0.0,2633.76,3082.636,0.0,-4999.5,nan,0.0,nan
